Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-12-18,Healthcare,Online,Do administration security.,1371,0.0
2024-12-20,Gifts,Cash,Science evidence standard.,3803,0.0
2024-12-23,Shopping,Online,Hear church.,2788,131.95
2024-12-05,Food,Cash,To it.,203,18.48
2024-12-07,Shopping,Cash,Appear tonight huge series.,2461,177.16
2024-12-24,Entertainment,Online,Player difficult present.,1835,124.76
2024-12-14,Entertainment,Online,Indeed miss far.,1581,107.46
2024-12-21,Transportation,Cash,Authority wrong serve catch need.,1176,0.0
2024-12-13,Bills,Cash,Her however walk page.,3150,294.54
2024-12-30,Gifts,Cash,Author rock.,681,0.0
2024-12-11,Miscellaneous,Online,Role respond it deal.,1346,0.0
2024-12-16,Transportation,Cash,Order mission age form although.,384,0.0
2024-12-09,Transportation,Online,Radio per memory power.,193,0.0
2024-12-11,Shopping,Cash,Development different speak hundred establish.,1702,151.03
2024-12-04,Gifts,Online,So staff painting within join.,3351,0.0
2024-12-27,Transportation,Online,Sell base top away.,1436,0.0
2024-12-28,Gifts,Online,Much own focus try.,291,0.0
2024-12-19,Education,Cash,Job spring question add.,7400,0.0
2024-12-13,Gifts,Online,All one still.,2980,0.0
2024-12-30,Gifts,Cash,Bar factor.,855,0.0
2024-12-06,Groceries,Cash,Democratic fear cover.,803,54.03
2024-12-22,Transportation,Cash,Myself point future.,1099,0.0
2024-12-09,Bills,Online,Hope matter.,686,36.7
2024-12-05,Miscellaneous,Online,Fact hold writer husband.,418,0.0
2024-12-11,Transportation,Online,Drop wind official.,1039,0.0
2024-12-06,Gifts,Online,From economic language.,1991,0.0
2024-12-28,Miscellaneous,Cash,He usually defense.,868,0.0
2024-12-06,Bills,Cash,Year purpose enjoy car.,980,14.18
2024-12-21,Travel,Online,Southern per free fear capital.,12598,800.15
2024-12-03,Shopping,Cash,Education hot machine manage.,1100,64.29
2024-12-16,Groceries,Cash,Marriage mouth no week why.,1793,75.59
2024-12-15,Subscriptions,Online,Rich kind.,854,0.0
2024-12-13,Subscriptions,Online,Until human billion decision.,391,0.0
2024-12-18,Travel,Online,Maybe simply risk go condition.,12247,491.17
2024-12-27,Shopping,Online,Value throughout son hotel election.,1059,72.42
2024-12-04,Travel,Online,Opportunity partner little summer.,13035,783.53
2024-12-14,Gifts,Cash,Interview it truth.,4736,0.0
2024-12-14,Travel,Online,Media fall soldier red.,11451,487.6
2024-12-07,Travel,Cash,Peace I economy news.,14520,1028.72
2024-12-05,Miscellaneous,Online,Positive for consumer future.,1737,0.0
2024-12-15,Bills,Cash,Receive growth.,1204,37.39
2024-12-22,Healthcare,Online,Land require.,4671,0.0
2024-12-22,Miscellaneous,Online,Visit would watch.,1092,0.0
2024-12-01,Transportation,Online,Fly recognize dream soon year.,54,0.0
2024-12-26,Miscellaneous,Cash,Author deep.,2604,0.0
2024-12-05,Miscellaneous,Online,See movie.,2458,0.0
2024-12-29,Education,Online,Total war.,1562,0.0
2024-12-15,Travel,Cash,Than day her.,9686,892.48
2024-12-05,Travel,Cash,Management economy condition.,5043,496.28
2024-12-26,Education,Online,His film finally size.,9782,0.0
2024-12-01,Subscriptions,Cash,Catch color continue number decide.,362,0.0
2024-12-01,Bills,Cash,Day trip.,674,63.65
2024-12-15,Transportation,Online,Daughter into court every choice.,811,0.0
2024-12-23,Groceries,Online,Market nor catch.,392,23.91
2024-12-15,Gifts,Cash,Adult read population success.,1337,0.0
2024-12-16,Gifts,Online,Which stand nice face.,593,0.0
2024-12-06,Subscriptions,Cash,Fast true traditional population.,506,0.0
2024-12-20,Shopping,Online,Be music mouth spend.,2408,58.85
2024-12-02,Shopping,Cash,Lawyer stand itself lose.,720,52.74
2024-12-08,Shopping,Online,Sure gas minute source measure.,1266,108.26
2024-12-24,Shopping,Online,Degree thank culture day major.,1889,79.05
2024-12-23,Gifts,Cash,Bad write.,4376,0.0
2024-12-16,Travel,Online,Television others bit edge official.,8046,85.12
2024-12-15,Shopping,Online,Court black support number.,652,45.8
2024-12-22,Subscriptions,Online,Friend sure.,480,0.0
2024-12-11,Healthcare,Cash,Statement father admit seven.,4322,0.0
2024-12-12,Shopping,Cash,Other away make product recognize.,2735,254.75
2024-12-04,Groceries,Online,Claim believe computer.,1577,78.23
2024-12-28,Gifts,Cash,Cup action agent.,2232,0.0
2024-12-29,Gifts,Cash,Nation understand ready kind Mrs.,1553,0.0
2024-12-15,Groceries,Cash,From successful pretty evening child.,586,58.26
2024-12-27,Healthcare,Online,Spend surface authority.,2232,0.0
2024-12-12,Travel,Cash,Economy speak lot.,10066,467.4
2024-12-26,Shopping,Online,Age he behavior could.,1684,89.26
2024-12-19,Travel,Cash,Knowledge light successful school.,13339,718.69
2024-12-13,Travel,Online,Development boy dog truth idea.,11182,391.09
2024-12-06,Transportation,Cash,Issue receive low receive.,396,0.0
2024-12-08,Food,Online,Single yard leader cost describe.,395,33.5
2024-12-18,Shopping,Online,Part class.,1517,65.52
2024-12-27,Transportation,Cash,Especially party practice interest reason.,1464,0.0
2024-12-07,Healthcare,Cash,Measure investment success with.,767,0.0
2024-12-18,Groceries,Cash,Study government too.,1122,86.03
2024-12-21,Education,Online,Low stand.,5386,0.0
2024-12-27,Groceries,Cash,Down thought above.,749,54.97
2024-12-07,Education,Cash,Remember add rate.,6699,0.0
2024-12-13,Food,Cash,Court tax mean medical.,482,38.77
2024-12-04,Groceries,Online,Interest community once home baby.,553,24.12
2024-12-02,Healthcare,Online,Spring better.,2758,0.0
2024-12-06,Gifts,Online,Child pretty edge reveal director.,4026,0.0
2024-12-04,Subscriptions,Cash,Above page dog citizen room.,333,0.0
2024-12-11,Education,Cash,Heart summer low.,8402,0.0
2024-12-09,Transportation,Cash,Professional central.,1454,0.0
2024-12-17,Healthcare,Cash,Interview truth city attack.,873,0.0
2024-12-07,Education,Cash,Need that policy new.,3970,0.0
2024-12-18,Shopping,Cash,Same activity place likely.,1212,44.32
2024-12-28,Education,Online,Place safe.,3510,0.0
2024-12-06,Bills,Cash,Play value fine.,3387,146.35
2024-12-27,Subscriptions,Cash,Many protect present bank.,907,0.0
2024-12-25,Transportation,Cash,Cultural base production also.,642,0.0
2024-12-23,Groceries,Cash,Together people long shoulder.,535,43.95
2024-12-28,Bills,Cash,Election gun on.,3643,107.61
2024-12-03,Gifts,Online,Position full.,366,0.0
2024-12-03,Travel,Cash,Of present manage rock.,1128,75.58
2024-12-29,Transportation,Cash,Think last take.,721,0.0
2024-12-08,Education,Cash,Anyone manager.,1572,0.0
2024-12-12,Food,Cash,Author carry case.,543,30.22
2024-12-28,Healthcare,Online,Move even none easy debate.,4876,0.0
2024-12-02,Subscriptions,Cash,City able others million.,181,0.0
2024-12-16,Miscellaneous,Online,Which think.,1574,0.0
2024-12-22,Groceries,Online,Wish serious rich policy.,518,34.28
2024-12-28,Shopping,Cash,Both for us.,2698,178.51
2024-12-09,Miscellaneous,Cash,Population customer check.,731,0.0
2024-12-07,Food,Cash,Discover name school American.,177,14.04
2024-12-19,Healthcare,Online,Television politics everybody.,4374,0.0
2024-12-15,Miscellaneous,Online,Maybe value situation.,1473,0.0
2024-12-13,Subscriptions,Online,International analysis.,505,0.0
2024-12-08,Travel,Cash,Green individual PM eight.,14549,284.23
2024-12-21,Shopping,Online,Maintain information side five.,557,24.86
2024-12-24,Healthcare,Online,Man reach.,1851,0.0
2024-12-15,Food,Online,Star hear training exactly.,305,5.44
2024-12-22,Transportation,Online,Focus however information.,1033,0.0
